"","x","y","cologne_in"
"218",6.83131778269019,51.0815056674629,9.8399209486166
"219",6.84551778269019,51.0815056674629,12.0151048540842
"250",6.78871778269019,51.0725156674629,16.7956204379562
"252",6.81711778269019,51.0725156674629,15.8533210332103
"253",6.83131778269019,51.0725156674629,10.3034116912835
"254",6.84551778269019,51.0725156674629,10.6223111555778
"255",6.85971778269019,51.0725156674629,13.7787778304121
"256",6.87391778269019,51.0725156674629,18.336355394379
"257",6.88811778269019,51.0725156674629,20
"284",6.77451778269019,51.0635256674629,17.1375152625153
"285",6.78871778269019,51.0635256674629,17.2558585114223
"286",6.80291778269019,51.0635256674629,17.2739726027397
"288",6.83131778269019,51.0635256674629,13.1594476572643
"289",6.84551778269019,51.0635256674629,9.0743
"290",6.85971778269019,51.0635256674629,7.6261
"291",6.87391778269019,51.0635256674629,13.8443
"292",6.88811778269019,51.0635256674629,16.3380663342727
"293",6.90231778269019,51.0635256674629,18.0165441176471
"319",6.77451778269019,51.0545356674629,17.1134328358209
"320",6.78871778269019,51.0545356674629,17.2296508651582
"321",6.80291778269019,51.0545356674629,17.1774871555348
"322",6.81711778269019,51.0545356674629,14.7536530150237
"323",6.83131778269019,51.0545356674629,14.9802387813915
"324",6.84551778269019,51.0545356674629,13.0998
"325",6.85971778269019,51.0545356674629,15.5927
"326",6.87391778269019,51.0545356674629,15.537
"327",6.88811778269019,51.0545356674629,15.1861
"328",6.90231778269019,51.0545356674629,15.5879009338205
"329",6.91651778269019,51.0545356674629,14.5549877350777
"330",6.93071778269019,51.0545356674629,20
"355",6.78871778269019,51.0455456674629,16.9372021783526
"356",6.80291778269019,51.0455456674629,17.0247592847318
"357",6.81711778269019,51.0455456674629,15.7303121852971
"358",6.83131778269019,51.0455456674629,15.6471
"359",6.84551778269019,51.0455456674629,9.2643
"360",6.85971778269019,51.0455456674629,15.6795
"361",6.87391778269019,51.0455456674629,15.6563
"362",6.88811778269019,51.0455456674629,14.6977
"363",6.90231778269019,51.0455456674629,12.6099
"364",6.91651778269019,51.0455456674629,11.9327
"365",6.93071778269019,51.0455456674629,14.4576875600055
"366",6.94491778269019,51.0455456674629,18.8973544973545
"390",6.78871778269019,51.0365556674629,16.7776470588235
"391",6.80291778269019,51.0365556674629,15.7848050111134
"392",6.81711778269019,51.0365556674629,15.3200135455469
"393",6.83131778269019,51.0365556674629,15.6909485094851
"394",6.84551778269019,51.0365556674629,15.5539
"395",6.85971778269019,51.0365556674629,15.7197
"396",6.87391778269019,51.0365556674629,14.3167
"397",6.88811778269019,51.0365556674629,9.798
"398",6.90231778269019,51.0365556674629,10.3617
"399",6.91651778269019,51.0365556674629,10.5683
"400",6.93071778269019,51.0365556674629,11.5019
"401",6.94491778269019,51.0365556674629,15.8398471615721
"402",6.95911778269019,51.0365556674629,18.6864310148233
"428",6.83131778269019,51.0275656674629,15.170100832968
"429",6.84551778269019,51.0275656674629,15.8827890202364
"430",6.85971778269019,51.0275656674629,16.3098
"431",6.87391778269019,51.0275656674629,14.1649
"432",6.88811778269019,51.0275656674629,9.0931
"433",6.90231778269019,51.0275656674629,11.8478
"434",6.91651778269019,51.0275656674629,15.5815
"435",6.93071778269019,51.0275656674629,12.354
"436",6.94491778269019,51.0275656674629,11.6185
"437",6.95911778269019,51.0275656674629,12.8058829665172
"438",6.9733177826902,51.0275656674629,18.5109427609428
"440",7.00171778269019,51.0275656674629,16.41875
"441",7.01591778269019,51.0275656674629,9.1530612244898
"463",6.83131778269019,51.0185756674629,15.1661786237189
"464",6.84551778269019,51.0185756674629,12.9568
"465",6.85971778269019,51.0185756674629,14.1016
"466",6.87391778269019,51.0185756674629,13.2888
"467",6.88811778269019,51.0185756674629,7.7845
"468",6.90231778269019,51.0185756674629,6.8106
"469",6.91651778269019,51.0185756674629,12.7259
"470",6.93071778269019,51.0185756674629,12.5158
"471",6.94491778269019,51.0185756674629,10.9446
"472",6.95911778269019,51.0185756674629,12.2452
"473",6.9733177826902,51.0185756674629,18.856605065024
"474",6.98751778269019,51.0185756674629,13.2127659574468
"475",7.00171778269019,51.0185756674629,15.0266253869969
"476",7.01591778269019,51.0185756674629,17.5616078753076
"477",7.0301177826902,51.0185756674629,17.5879079560836
"478",7.04431778269019,51.0185756674629,17.2120067717151
"479",7.05851778269019,51.0185756674629,17.0989304812834
"498",6.83131778269019,51.0095856674629,15.4442344045369
"499",6.84551778269019,51.0095856674629,11.67148202037
"500",6.85971778269019,51.0095856674629,11.9059
"501",6.87391778269019,51.0095856674629,15.2463
"502",6.88811778269019,51.0095856674629,9.86
"503",6.90231778269019,51.0095856674629,8.2374
"504",6.91651778269019,51.0095856674629,14.805
"505",6.93071778269019,51.0095856674629,10.9733
"506",6.94491778269019,51.0095856674629,10.2746
"507",6.95911778269019,51.0095856674629,13.3568
"508",6.9733177826902,51.0095856674629,13.1616811407741
"509",6.98751778269019,51.0095856674629,10.4438588943859
"510",7.00171778269019,51.0095856674629,14.9446
"511",7.01591778269019,51.0095856674629,15.3107
"512",7.0301177826902,51.0095856674629,14.2159
"513",7.04431778269019,51.0095856674629,16.9567
"514",7.05851778269019,51.0095856674629,16.6293113326458
"515",7.07271778269019,51.0095856674629,13.9443800695249
"533",6.83131778269019,51.0005956674629,14.6712328767123
"534",6.84551778269019,51.0005956674629,10.6333644568939
"535",6.85971778269019,51.0005956674629,14.4562
"536",6.87391778269019,51.0005956674629,7.077
"537",6.88811778269019,51.0005956674629,12.7863
"538",6.90231778269019,51.0005956674629,11.4087
"539",6.91651778269019,51.0005956674629,9.30376075215043
"540",6.93071778269019,51.0005956674629,10.6878
"541",6.94491778269019,51.0005956674629,10.5381
"542",6.95911778269019,51.0005956674629,14.8093
"543",6.9733177826902,51.0005956674629,10.2324
"544",6.98751778269019,51.0005956674629,6.762
"545",7.00171778269019,51.0005956674629,14.8834
"546",7.01591778269019,51.0005956674629,14.5759
"547",7.0301177826902,51.0005956674629,8.9375
"548",7.04431778269019,51.0005956674629,8.7335
"549",7.05851778269019,51.0005956674629,16.4558718498112
"550",7.07271778269019,51.0005956674629,16.9346835443038
"568",6.83131778269019,50.9916056674629,15.1395348837209
"569",6.84551778269019,50.9916056674629,16.1721010580868
"570",6.85971778269019,50.9916056674629,16.7017
"571",6.87391778269019,50.9916056674629,13.8284
"572",6.88811778269019,50.9916056674629,12.594
"573",6.90231778269019,50.9916056674629,11.7009
"574",6.91651778269019,50.9916056674629,10.6117
"575",6.93071778269019,50.9916056674629,9.949
"576",6.94491778269019,50.9916056674629,12.3082
"577",6.95911778269019,50.9916056674629,11.6831
"578",6.9733177826902,50.9916056674629,13.9692
"579",6.98751778269019,50.9916056674629,8.5103
"580",7.00171778269019,50.9916056674629,13.4204
"581",7.01591778269019,50.9916056674629,14.0599
"582",7.0301177826902,50.9916056674629,6.8576
"583",7.04431778269019,50.9916056674629,14.3507
"584",7.05851778269019,50.9916056674629,15.8661360347323
"585",7.07271778269019,50.9916056674629,16.2092570036541
"586",7.0869177826902,50.9916056674629,16.5294924554184
"603",6.83131778269019,50.9826156674629,14.7122128174123
"604",6.84551778269019,50.9826156674629,12.887614213198
"605",6.85971778269019,50.9826156674629,8.9099
"606",6.87391778269019,50.9826156674629,14.0064
"607",6.88811778269019,50.9826156674629,8.489
"608",6.90231778269019,50.9826156674629,13.1676
"609",6.91651778269019,50.9826156674629,13.7974
"610",6.93071778269019,50.9826156674629,13.6698
"611",6.94491778269019,50.9826156674629,7.3703
"612",6.95911778269019,50.9826156674629,9.0841
"613",6.9733177826902,50.9826156674629,15.647
"614",6.98751778269019,50.9826156674629,13.4226
"615",7.00171778269019,50.9826156674629,9.2967
"616",7.01591778269019,50.9826156674629,10.3234
"617",7.0301177826902,50.9826156674629,5.9615
"618",7.04431778269019,50.9826156674629,10.7536
"619",7.05851778269019,50.9826156674629,8.8437
"620",7.07271778269019,50.9826156674629,9.4692
"621",7.0869177826902,50.9826156674629,13.1827384123601
"622",7.10111778269019,50.9826156674629,13.8823529411765
"637",6.81711778269019,50.9736256674629,1
"638",6.83131778269019,50.9736256674629,10.2715761003196
"639",6.84551778269019,50.9736256674629,13.4972
"640",6.85971778269019,50.9736256674629,10.0873
"641",6.87391778269019,50.9736256674629,13.5616
"642",6.88811778269019,50.9736256674629,10.2937
"643",6.90231778269019,50.9736256674629,7.4969
"644",6.91651778269019,50.9736256674629,12.6462
"645",6.93071778269019,50.9736256674629,8.0918
"646",6.94491778269019,50.9736256674629,7.922
"647",6.95911778269019,50.9736256674629,6.4851
"648",6.9733177826902,50.9736256674629,9.8412
"649",6.98751778269019,50.9736256674629,14.5956
"650",7.00171778269019,50.9736256674629,9.797
"651",7.01591778269019,50.9736256674629,10.5347
"652",7.0301177826902,50.9736256674629,9.1049
"653",7.04431778269019,50.9736256674629,4.9124
"654",7.05851778269019,50.9736256674629,5.4079
"655",7.07271778269019,50.9736256674629,7.827
"656",7.0869177826902,50.9736256674629,9.602
