"x" "y"
"337" 4036885.95969567 2937805.40991092
"338" 4037195.06410867 2937805.61477388
"339" 4038652.11974676 2937460.76373794
"340" 4038652.11974676 2937460.76373794
"341" 4039152.30706574 2937565.56206607
"342" 4039165.78018989 2937334.8883584
"343" 4040082.10611647 2937263.25298292
"344" 4024680.92703704 2948724.49660931
"345" 4024680.92703704 2948724.49660931
"346" 4024680.92703704 2948724.49660931
"347" 4024680.92703704 2948724.49660931
"348" 4022572.75335666 2947066.88368785
"349" 4022572.75335666 2947066.88368785
"350" 4022572.75335666 2947066.88368785
"351" 4022572.75335666 2947066.88368785
"352" 4022572.75335666 2947066.88368785
"353" 4029445.11528715 2936510.18773062
"354" 4029501.01490189 2936509.01832852
"355" 4029501.01490189 2936509.01832852
"356" 4029501.01490189 2936509.01832852
"357" 4033644.40659986 2936269.81167434
"358" 4034201.22072006 2936230.85808757
"359" 4036735.54012253 2936387.84133357
"360" 4029501.01490189 2936509.01832852
"361" 4029501.01490189 2936509.01832852
"362" 4029501.01490189 2936509.01832852
"363" 4029501.01490189 2936509.01832852
"364" 4029501.01490189 2936509.01832852
"365" 4037519.41748271 2936352.64549104
"366" 4038016.88066887 2936289.40932811
"367" 4038016.88066887 2936289.40932811
"368" 4038016.88066887 2936289.40932811
"369" 4023580.55738217 2947106.12514057
"370" 4030683.59247335 2936021.64313794
"371" 4030683.59247335 2936021.64313794
"372" 4031894.9742723 2935497.78159431
"373" 4037588.66632935 2935438.55107041
"374" 4024428.67345661 2946797.99625318
"375" 4024428.67345661 2946797.99625318
"376" 4026185.15348886 2946590.35293863
"377" 4027600.52592939 2946982.66550401
"378" 4027600.52592939 2946982.66550401
"379" 4027600.52592939 2946982.66550401
"380" 4027600.52592939 2946982.66550401
"381" 4027600.52592939 2946982.66550401
"382" 4026648.78171058 2947199.10983218
"383" 4026648.78171058 2947199.10983218
"384" 4026648.78171058 2947199.10983218
"385" 4026648.78171058 2947199.10983218
"386" 4027600.52592939 2946982.66550401
"387" 4027600.52592939 2946982.66550401
"388" 4027600.52592939 2946982.66550401
"389" 4027600.52592939 2946982.66550401
"390" 4027600.52592939 2946982.66550401
"391" 4029098.62808104 2946283.61081627
"392" 4029098.62808104 2946283.61081627
"393" 4030305.174068 2946285.10367422
"394" 4030305.174068 2946285.10367422
"395" 4030305.174068 2946285.10367422
"396" 4031270.89883964 2946400.14683739
"397" 4031378.4694705 2946503.02809831
"398" 4031592.40398813 2946270.40750679
"399" 4031592.40398813 2946270.40750679
"400" 4025692.50161182 2949090.30612202
"401" 4025692.50161182 2949090.30612202
"402" 4025692.50161182 2949090.30612202
"403" 4025692.50161182 2949090.30612202
"404" 4025692.50161182 2949090.30612202
"405" 4032637.1969837 2946423.97134773
"406" 4033789.45628591 2946775.20388463
"407" 4034563.60790468 2946676.45785558
"408" 4035171.74720762 2946597.00927584
"409" 4019571.05057328 2946496.16526925
"410" 4020975.24102675 2946181.39230691
"411" 4021351.74475952 2946016.13983891
"412" 4021744.19907723 2946038.23205592
"413" 4021744.19907723 2946038.23205592
"414" 4022635.66687517 2946152.53396376
"415" 4022635.66687517 2946152.53396376
"416" 4022635.66687517 2946152.53396376
"417" 4022635.66687517 2946152.53396376
"418" 4022635.66687517 2946152.53396376
"419" 4022997.64059002 2946173.06628677
"420" 4022997.64059002 2946173.06628677
"421" 4023442.46039524 2946002.39384169
"422" 4023462.16072533 2946359.53278079
"423" 4026121.17308083 2945501.62230767
"424" 4026121.17308083 2945501.62230767
"425" 4026121.17308083 2945501.62230767
"426" 4026121.17308083 2945501.62230767
"427" 4026121.17308083 2945501.62230767
"428" 4024684.34601729 2948786.68989446
"429" 4024684.34601729 2948786.68989446
"430" 4024684.34601729 2948786.68989446
"431" 4027152.7305624 2946158.22849455
"432" 4027468.21058045 2945734.66256069
"433" 4027468.21058045 2945734.66256069
"434" 4027468.21058045 2945734.66256069
"435" 4027468.21058045 2945734.66256069
"436" 4027468.21058045 2945734.66256069
"437" 4028851.14165022 2945554.79598354
"438" 4029434.18443522 2945381.72625824
"439" 4029434.18443522 2945381.72625824
"440" 4029434.18443522 2945381.72625824
"441" 4029434.18443522 2945381.72625824
"442" 4029434.18443522 2945381.72625824
"443" 4031197.93258002 2945735.52896266
"444" 4031197.93258002 2945735.52896266
"445" 4031197.93258002 2945735.52896266
"446" 4030758.81367214 2946016.71628621
"447" 4030758.81367214 2946016.71628621
"448" 4030758.81367214 2946016.71628621
"449" 4030758.81367214 2946016.71628621
"450" 4030758.81367214 2946016.71628621
"451" 4031963.45557387 2945305.38752432
"452" 4031963.45557387 2945305.38752432
"453" 4031963.45557387 2945305.38752432
"454" 4031963.45557387 2945305.38752432
"455" 4031963.45557387 2945305.38752432
"456" 4031714.02439707 2945878.14691508
"457" 4031714.02439707 2945878.14691508
"458" 4031714.02439707 2945878.14691508
"459" 4031602.99765759 2945398.20269759
"460" 4031602.99765759 2945398.20269759
"461" 4031407.0403986 2945932.42003431
"462" 4031407.0403986 2945932.42003431
"463" 4031407.0403986 2945932.42003431
"464" 4031407.0403986 2945932.42003431
"465" 4032589.0303299 2945177.91945835
"466" 4032589.0303299 2945177.91945835
"467" 4032912.33604431 2945086.40869212
"468" 4034068.65860972 2945424.35243675
"469" 4033758.97469317 2945548.36104645
"470" 4034230.08038933 2945772.96070064
"471" 4034987.85341577 2945540.17134572
"472" 4034428.08561018 2945390.79702137
"473" 4034689.45398784 2945502.89856065
"474" 4034689.45398784 2945502.89856065
"475" 4036221.75541653 2945486.21723671
"476" 4036221.75541653 2945486.21723671
"477" 4027746.392078 2948838.25992339
"478" 4027746.392078 2948838.25992339
"479" 4027746.392078 2948838.25992339
"480" 4027746.392078 2948838.25992339
"481" 4027746.392078 2948838.25992339
"482" 4036590.71058973 2945310.50618705
"483" 4036590.71058973 2945310.50618705
"484" 4020106.19777337 2945326.06435097
"485" 4020106.19777337 2945326.06435097
"486" 4022920.97826992 2944884.90279145
"487" 4022788.50363561 2945327.25084366
"488" 4024119.46685422 2945029.58400883
"489" 4024119.46685422 2945029.58400883
"490" 4023576.45953674 2944804.49441442
"491" 4025123.27621253 2945172.7862689
"492" 4025123.27621253 2945172.7862689
"493" 4025123.27621253 2945172.7862689
"494" 4024935.74995877 2945083.68120552
"495" 4024935.74995877 2945083.68120552
"496" 4026282.25718084 2944956.58238509
"497" 4026282.25718084 2944956.58238509
"498" 4027074.62130428 2944418.23970076
"499" 4027074.62130428 2944418.23970076
"500" 4027074.62130428 2944418.23970076
"501" 4027074.62130428 2944418.23970076
"502" 4027074.62130428 2944418.23970076
"503" 4028165.15236172 2944322.91247068
"504" 4020996.81133221 2948495.37433238
"505" 4021323.17819097 2948109.37575492
"506" 4028823.7236602 2945037.76804763
"507" 4028823.7236602 2945037.76804763
"508" 4029542.49083806 2944530.53522577
"509" 4029542.49083806 2944530.53522577
"510" 4029542.49083806 2944530.53522577
"511" 4029542.49083806 2944530.53522577
"512" 4029542.49083806 2944530.53522577
"513" 4030122.20712769 2944688.67635915
"514" 4030122.20712769 2944688.67635915
"515" 4030122.20712769 2944688.67635915
"516" 4030122.20712769 2944688.67635915
"517" 4030122.20712769 2944688.67635915
"518" 4030619.71636478 2944599.29526442
"519" 4030619.71636478 2944599.29526442
"520" 4032306.12158062 2944854.11302757
"521" 4032306.12158062 2944854.11302757
"522" 4031860.01599479 2944520.37713623
"523" 4033094.96850752 2944357.38542534
"524" 4032968.82311302 2944398.75491934
"525" 4032968.82311302 2944398.75491934
"526" 4032968.82311302 2944398.75491934
"527" 4032696.51984074 2944873.22785822
"528" 4033714.98905661 2944428.18245348
"529" 4033714.98905661 2944428.18245348
"530" 4034742.50460802 2944044.22874008
"531" 4035354.31672047 2944635.04635106
"532" 4036996.6237428 2944735.20910015
"533" 4037560.15738512 2944233.95869433
"534" 4022214.6987665 2947992.73346217
"535" 4022214.6987665 2947992.73346217
"536" 4022214.6987665 2947992.73346217
"537" 4022214.6987665 2947992.73346217
"538" 4019249.52450734 2944406.88181732
"539" 4019249.52450734 2944406.88181732
"540" 4019249.52450734 2944406.88181732
"541" 4019249.52450734 2944406.88181732
"542" 4019249.52450734 2944406.88181732
"543" 4023291.77595423 2944485.29726926
"544" 4023634.50958675 2943930.94327508
"545" 4024692.82057215 2944430.49840033
"546" 4024692.82057215 2944430.49840033
"547" 4024692.82057215 2944430.49840033
"548" 4025361.78247141 2944359.02069308
"549" 4026883.98399005 2944305.03260154
"550" 4026395.43315746 2943984.88692036
"551" 4026395.43315746 2943984.88692036
"552" 4027855.61057047 2944172.6735938
"553" 4027855.61057047 2944172.6735938
"554" 4028053.12034262 2943536.74579769
"555" 4028053.12034262 2943536.74579769
"556" 4027306.48489344 2943444.29858531
"557" 4027306.48489344 2943444.29858531
"558" 4027306.48489344 2943444.29858531
"559" 4028654.27215203 2943550.97101819
"560" 4028654.27215203 2943550.97101819
"561" 4028654.27215203 2943550.97101819
"562" 4028654.27215203 2943550.97101819
"563" 4028654.27215203 2943550.97101819
"564" 4023151.97263999 2947964.55687446
"565" 4023151.97263999 2947964.55687446
"566" 4023151.97263999 2947964.55687446
"567" 4023151.97263999 2947964.55687446
"568" 4029877.67854356 2943441.67928516
"569" 4029877.67854356 2943441.67928516
"570" 4029877.67854356 2943441.67928516
"571" 4029877.67854356 2943441.67928516
"572" 4029877.67854356 2943441.67928516
"573" 4031169.65328036 2943488.44026612
"574" 4031691.27805486 2943665.51978752
"575" 4031691.27805486 2943665.51978752
"576" 4031691.27805486 2943665.51978752
"577" 4031691.27805486 2943665.51978752
"578" 4031691.27805486 2943665.51978752
"579" 4032678.58069317 2943589.11832981
"580" 4032678.58069317 2943589.11832981
"581" 4032678.58069317 2943589.11832981
"582" 4032678.58069317 2943589.11832981
"583" 4033904.61619299 2943902.9896281
"584" 4033828.97193607 2943189.52844238
"585" 4033828.97193607 2943189.52844238
"586" 4033828.97193607 2943189.52844238
"587" 4033828.97193607 2943189.52844238
"588" 4033828.97193607 2943189.52844238
"589" 4034585.91009609 2943128.17232624
"590" 4036058.49903651 2943175.96597192
"591" 4036058.49903651 2943175.96597192
"592" 4036520.45914375 2943496.49586479
"593" 4036520.45914375 2943496.49586479
"594" 4037482.90711991 2943232.30513342
"595" 4038008.65846704 2943527.27834458
"596" 4038008.65846704 2943527.27834458
"597" 4038008.65846704 2943527.27834458
"598" 4038542.11315286 2943444.31147228
"599" 4038542.11315286 2943444.31147228
"600" 4038542.11315286 2943444.31147228
"601" 4024389.43255062 2948428.86077817
"602" 4023669.42929196 2947771.78124478
"603" 4023669.42929196 2947771.78124478
"604" 4023669.42929196 2947771.78124478
"605" 4023669.42929196 2947771.78124478
"606" 4023669.42929196 2947771.78124478
"607" 4019616.588764 2942927.08095803
"608" 4019616.588764 2942927.08095803
"609" 4021825.94917088 2943410.35366859
"610" 4021825.94917088 2943410.35366859
"611" 4021825.94917088 2943410.35366859
"612" 4022989.29135416 2943063.12309404
"613" 4022989.29135416 2943063.12309404
"614" 4023666.0063055 2942698.80735113
"615" 4023666.0063055 2942698.80735113
"616" 4023666.0063055 2942698.80735113
"617" 4024912.75115857 2942770.65894029
"618" 4024912.75115857 2942770.65894029
"619" 4024912.75115857 2942770.65894029
"620" 4024912.75115857 2942770.65894029
"621" 4024912.75115857 2942770.65894029
"622" 4026612.98377254 2943238.05982173
"623" 4027540.60938569 2942615.39798096
"624" 4027540.60938569 2942615.39798096
"625" 4027540.60938569 2942615.39798096
"626" 4027540.60938569 2942615.39798096
"627" 4029101.41346903 2942953.26963794
"628" 4032368.90144772 2935034.31422448
"629" 4032368.90144772 2935034.31422448
"630" 4025777.42489734 2942870.70032204
"631" 4039607.82501463 2959447.95709952
"632" 4039607.82501463 2959447.95709952
"633" 4039607.82501463 2959447.95709952
"634" 4039607.82501463 2959447.95709952
"635" 4039485.12770729 2959243.96129891
"636" 4039485.12770729 2959243.96129891
"637" 4039485.12770729 2959243.96129891
"638" 4037762.98351451 2952637.94657557
"639" 4037762.98351451 2952637.94657557
"640" 4038036.411915 2952515.43700374
"641" 4037762.38003133 2953029.85403569
"642" 4037762.38003133 2953029.85403569
"643" 4037762.38003133 2953029.85403569
"644" 4039116.373164 2953238.77541448
"645" 4039116.373164 2953238.77541448
"646" 4039116.373164 2953238.77541448
"647" 4039116.373164 2953238.77541448
"648" 4039116.373164 2953238.77541448
"649" 4039735.9060393 2952841.64730243
"650" 4039735.9060393 2952841.64730243
"651" 4039735.9060393 2952841.64730243
"652" 4039735.9060393 2952841.64730243
"653" 4040651.44213905 2952749.71656177
"654" 4040651.44213905 2952749.71656177
"655" 4039960.84838785 2949372.432177
"656" 4039960.84838785 2949372.432177
"657" 4039960.84838785 2949372.432177
"658" 4041906.62079897 2952404.06407732
"659" 4042717.60087515 2952507.32208955
"660" 4043361.09571018 2952683.11121531
"661" 4043528.22122949 2952825.65779093
"662" 4043528.22122949 2952825.65779093
"663" 4043528.22122949 2952825.65779093
"664" 4043528.22122949 2952825.65779093
"665" 4045807.50396805 2946038.85282801
"666" 4044207.04730737 2952621.894503
"667" 4044931.62847931 2952449.86396902
"668" 4044931.62847931 2952449.86396902
"669" 4044931.62847931 2952449.86396902
"670" 4047265.17527946 2951999.63661863
"671" 4040231.29694416 2959154.21453583
"672" 4040231.29694416 2959154.21453583
"673" 4040231.29694416 2959154.21453583
"674" 4047850.09046518 2952172.13855103
"675" 4049458.54763486 2952527.80175824
"676" 4034360.09869187 2951781.51501792
"677" 4034360.09869187 2951781.51501792
"678" 4034406.08122955 2951685.83051341
"679" 4034406.08122955 2951685.83051341
"680" 4034206.40084453 2951934.19693381
"681" 4033998.14931223 2951925.38081141
"682" 4034303.69564033 2951994.23197318
"683" 4034334.79495121 2952035.99238216
"684" 4034511.91367571 2951867.95806045
"685" 4034510.79809554 2951846.98811021
"686" 4035892.40590994 2951656.27042283
"687" 4035892.40590994 2951656.27042283
"688" 4036204.80685384 2951694.5867707
"689" 4037215.06178847 2951878.65839701
"690" 4037725.61382458 2951950.1359798
"691" 4038332.05792018 2951997.97025333
"692" 4038332.05792018 2951997.97025333
"693" 4038576.56305824 2952035.26514759
"694" 4038576.56305824 2952035.26514759
"695" 4038576.56305824 2952035.26514759
"696" 4040339.86769984 2951789.49557647
"697" 4040339.86769984 2951789.49557647
"698" 4040339.86769984 2951789.49557647
"699" 4040339.86769984 2951789.49557647
